movieId,title,genres,imdbId,startYear,runtimeMinutes,averageRating,numVotes
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,0116839,1995.0,93,2.5,10198.0
68,French Twist (Gazon maudit) (1995),Comedy|Romance,0113149,1995.0,104,6.4,5315.0
69,Friday (1995),Comedy,0113118,1995.0,91,7.2,122909.0
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,0116367,1996.0,108,7.2,335905.0
71,Fair Game (1995),Action,0113010,1995.0,91,4.3,13698.0
72,Kicking and Screaming (1995),Comedy|Drama,0113537,1995.0,96,6.7,14919.0
73,"Misérables, Les (1995)",Drama|War,0113828,1995.0,175,7.5,3973.0
74,Bed of Roses (1996),Drama|Romance,0115644,1996.0,87,6.1,8703.0
75,Big Bully (1996),Comedy|Drama,0115676,1996.0,90,4.8,5510.0
76,Screamers (1995),Action|Sci-Fi|Thriller,0114367,1995.0,108,6.3,29126.0
77,Nico Icon (1995),Documentary,0113973,1995.0,70,7.2,745.0
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,0112744,1995.0,111,6.3,14276.0
79,"Juror, The (1996)",Drama|Thriller,0116731,1996.0,118,5.7,19798.0
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,0112445,1995.0,85,7.6,8153.0
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,0114660,1995.0,115,6.7,29492.0
82,Antonia's Line (Antonia) (1995),Comedy|Drama,0112379,1995.0,102,7.4,9386.0
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,0114039,1995.0,115,7.4,559.0
85,Angels and Insects (1995),Drama|Romance,0112365,1995.0,116,6.8,4812.0
86,White Squall (1996),Action|Adventure|Drama,0118158,1996.0,129,6.6,25266.0
87,Dunston Checks In (1996),Children|Comedy,0116151,1996.0,88,5.3,13291.0
88,Black Sheep (1996),Comedy,0115697,1996.0,87,6.2,43265.0
89,Nick of Time (1995),Action|Thriller,0113972,1995.0,90,6.3,44815.0
92,Mary Reilly (1996),Drama|Horror|Thriller,0117002,1996.0,108,5.8,15718.0
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,0114825,1995.0,100,4.6,24897.0
94,Beautiful Girls (1996),Comedy|Drama|Romance,0115639,1996.0,112,7.1,34485.0
95,Broken Arrow (1996),Action|Adventure|Thriller,0115759,1996.0,108,6.1,104345.0
96,In the Bleak Midwinter (1995),Comedy|Drama,0113403,1995.0,99,7.2,2745.0
97,"Hate (Haine, La) (1995)",Crime|Drama,0113247,1995.0,98,8.1,192148.0
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,0113283,1995.0,106,6.6,835.0
100,City Hall (1996),Drama|Thriller,0115907,1996.0,111,6.2,22212.0
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,0115734,1996.0,91,6.9,82798.0
102,Mr. Wrong (1996),Comedy,0117102,1996.0,96,3.8,5336.0
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,0118040,1996.0,117,6.0,5913.0
104,Happy Gilmore (1996),Comedy,0116483,1996.0,92,7.0,243684.0
105,"Bridges of Madison County, The (1995)",Drama|Romance,0112579,1995.0,135,7.6,87682.0
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,0110251,1994.0,104,7.2,1235.0
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,0117110,1996.0,99,6.9,26243.0
108,Catwalk (1996),Documentary,0112646,1995.0,95,7.0,367.0
110,Braveheart (1995),Action|Drama|War,0112573,1995.0,178,8.3,1080751.0
111,Taxi Driver (1976),Crime|Drama|Thriller,0075314,1976.0,114,8.2,905217.0
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,0113326,1995.0,104,6.7,45503.0
113,Before and After (1996),Drama|Mystery,0115645,1996.0,108,6.1,9846.0
116,Anne Frank Remembered (1995),Documentary,0112373,1995.0,117,8.1,1284.0
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,0115033,1995.0,99,7.0,3787.0
118,If Lucy Fell (1996),Comedy|Romance,0116606,1996.0,92,4.9,4295.0
119,"Steal Big, Steal Little (1995)",Comedy,0114536,1995.0,135,4.7,1076.0
121,"Boys of St. Vincent, The (1992)",Drama,0106473,1992.0,93,7.5,1940.0
122,Boomerang (1992),Comedy|Romance,0103859,1992.0,117,5.6,31066.0
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,0109424,1994.0,102,8.0,93424.0
125,Flirting With Disaster (1996),Comedy,0116324,1996.0,92,6.7,19816.0
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,0110647,1994.0,95,3.2,12327.0
128,Jupiter's Wife (1994),Documentary,0110217,1995.0,87,7.1,249.0
129,Pie in the Sky (1996),Comedy|Romance,0114131,1995.0,95,5.8,891.0
132,Jade (1995),Thriller,0113451,1995.0,95,5.3,14019.0
135,Down Periscope (1996),Comedy,0116130,1996.0,92,6.2,26406.0
137,Man of the Year (1995),Documentary,0113756,1995.0,86,5.9,345.0
140,Up Close and Personal (1996),Drama|Romance,0118055,1996.0,124,6.1,15204.0
141,"Birdcage, The (1996)",Comedy,0115685,1996.0,117,7.2,98785.0
144,"Brothers McMullen, The (1995)",Comedy,0112585,1995.0,98,6.6,8146.0
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,0112442,1995.0,119,6.8,282653.0
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,0112342,1995.0,84,5.7,4383.0
147,"Basketball Diaries, The (1995)",Drama,0112461,1995.0,102,7.3,119489.0
148,"Awfully Big Adventure, An (1995)",Drama,0112427,1995.0,112,5.8,2986.0
149,Amateur (1994),Crime|Drama|Thriller,0109093,1994.0,105,6.8,6961.0
150,Apollo 13 (1995),Adventure|Drama|IMAX,0112384,1995.0,140,7.7,311314.0
151,Rob Roy (1995),Action|Drama|Romance|War,0114287,1995.0,139,6.9,45126.0
152,"Addiction, The (1995)",Drama|Horror,0112288,1995.0,82,6.4,11324.0
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,0112462,1995.0,121,5.4,264458.0
154,Beauty of the Day (Belle de jour) (1967),Drama,0061395,1967.0,100,7.6,48294.0
155,Beyond Rangoon (1995),Adventure|Drama|War,0112495,1995.0,100,6.5,5416.0
156,Blue in the Face (1995),Comedy|Drama,0112541,1995.0,83,6.6,10014.0
157,Canadian Bacon (1995),Comedy|War,0109370,1995.0,91,5.9,17841.0
158,Casper (1995),Adventure|Children,0112642,1995.0,100,6.2,145621.0
159,Clockers (1995),Crime|Drama|Mystery,0112688,1995.0,128,6.9,23307.0
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,0112715,1995.0,109,5.3,48222.0
161,Crimson Tide (1995),Drama|Thriller|War,0112740,1995.0,116,7.3,121693.0
162,Crumb (1994),Documentary,0109508,1994.0,119,8.0,21395.0
163,Desperado (1995),Action|Romance|Western,0112851,1995.0,104,7.1,195689.0
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,0112857,1995.0,102,6.8,23169.0
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,0112864,1995.0,128,7.6,404989.0
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,0112887,1995.0,83,6.1,17631.0
168,First Knight (1995),Action|Drama|Romance,0113071,1995.0,134,6.0,77757.0
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,0113114,1995.0,95,5.1,19418.0
170,Hackers (1995),Action|Adventure|Crime|Thriller,0113243,1995.0,105,6.2,73810.0
171,Jeffrey (1995),Comedy|Drama,0113464,1995.0,92,6.8,6683.0
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,0113481,1995.0,103,5.6,75617.0
173,Judge Dredd (1995),Action|Crime|Sci-Fi,0113492,1995.0,96,5.6,123878.0
174,Jury Duty (1995),Comedy,0113500,1995.0,88,4.3,8684.0
175,Kids (1995),Drama,0113540,1995.0,91,7.0,83748.0
176,Living in Oblivion (1995),Comedy,0113677,1995.0,90,7.5,19897.0
177,Lord of Illusions (1995),Horror,0113690,1995.0,109,6.0,19042.0
178,Love & Human Remains (1993),Comedy|Drama,0107447,1993.0,100,6.6,2806.0
179,Mad Love (1995),Drama|Romance,0113729,1995.0,93,5.3,6924.0
180,Mallrats (1995),Comedy|Romance,0113749,1995.0,94,7.0,127943.0
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,0113820,1995.0,95,5.3,29694.0
183,Mute Witness (1994),Comedy|Horror|Thriller,0110604,1995.0,95,6.7,6281.0
184,Nadja (1994),Drama,0110620,1994.0,93,6.0,3424.0
185,"Net, The (1995)",Action|Crime|Thriller,0113957,1995.0,114,6.0,73025.0
186,Nine Months (1995),Comedy|Romance,0113986,1995.0,103,5.5,38357.0
187,Party Girl (1995),Comedy,0114095,1995.0,94,6.5,6421.0
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,0114194,1995.0,98,6.4,33006.0
189,Reckless (1995),Comedy|Fantasy,0114241,1995.0,91,5.1,514.0
190,Safe (1995),Thriller,0114323,1995.0,119,7.1,16848.0
191,"Scarlet Letter, The (1995)",Drama|Romance,0114345,1995.0,135,5.3,16163.0
193,Showgirls (1995),Drama,0114436,1995.0,128,5.1,73347.0
194,Smoke (1995),Comedy|Drama,0114478,1995.0,112,7.4,37845.0
195,Something to Talk About (1995),Comedy|Drama|Romance,0114496,1995.0,106,5.7,15694.0
196,Species (1995),Horror|Sci-Fi,0114508,1995.0,108,5.9,84465.0
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,0114558,1995.0,145,7.2,77494.0
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,0058450,1964.0,91,7.8,30695.0
201,Three Wishes (1995),Drama|Fantasy,0114663,1995.0,115,6.1,3234.0
202,Total Eclipse (1995),Drama|Romance,0114702,1995.0,111,6.5,16627.0
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,0114682,1995.0,109,6.7,35857.0
204,Under Siege 2: Dark Territory (1995),Action,0114781,1995.0,100,5.5,49687.0
205,Unstrung Heroes (1995),Comedy|Drama,0114798,1995.0,93,6.7,3254.0
206,Unzipped (1995),Documentary,0114805,1995.0,73,6.4,1183.0
207,"Walk in the Clouds, A (1995)",Drama|Romance,0114887,1995.0,102,6.7,36236.0
208,Waterworld (1995),Action|Adventure|Sci-Fi,0114898,1995.0,135,6.3,207487.0
209,White Man's Burden (1995),Drama,0114928,1995.0,89,5.3,5145.0
210,Wild Bill (1995),Western,0114938,1995.0,98,5.8,7737.0
211,"Browning Version, The (1994)",Drama,0109340,1994.0,97,7.2,3542.0
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,0112602,1995.0,90,5.6,6806.0
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,0111579,1994.0,135,7.8,16185.0
214,Before the Rain (Pred dozhdot) (1994),Drama|War,0110882,1994.0,113,7.9,15724.0
215,Before Sunrise (1995),Drama|Romance,0112471,1995.0,101,8.1,333924.0
216,Billy Madison (1995),Comedy,0112508,1995.0,89,6.3,154575.0
217,"Babysitter, The (1995)",Drama|Thriller,0112438,1995.0,90,4.3,5947.0
218,Boys on the Side (1995),Comedy|Drama,0112571,1995.0,115,6.5,13961.0
219,"Cure, The (1995)",Drama,0112757,1995.0,97,7.7,10521.0
220,Castle Freak (1995),Horror,0112643,1995.0,90,5.9,10120.0
222,Circle of Friends (1995),Drama|Romance,0112679,1995.0,103,6.6,9148.0
223,Clerks (1994),Comedy,0109445,1994.0,92,7.7,230759.0
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,0112883,1994.0,97,6.7,52920.0
225,Disclosure (1994),Drama|Thriller,0109635,1994.0,128,6.2,53861.0
227,Drop Zone (1994),Action|Thriller,0109676,1994.0,101,5.6,21415.0
228,Destiny Turns on the Radio (1995),Comedy,0112854,1995.0,102,4.5,2529.0
229,Death and the Maiden (1994),Drama|Thriller,0109579,1994.0,103,7.2,26457.0
230,Dolores Claiborne (1995),Drama|Thriller,0109642,1995.0,132,7.4,47751.0
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,0109686,1994.0,107,7.3,406803.0
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,0111797,1994.0,124,7.8,22897.0
233,Exotica (1994),Drama,0109759,1994.0,103,7.0,20897.0
234,Exit to Eden (1994),Comedy,0109758,1994.0,113,4.2,7267.0
235,Ed Wood (1994),Comedy|Drama,0109707,1994.0,127,7.8,182746.0
236,French Kiss (1995),Action|Comedy|Romance,0113117,1995.0,111,6.6,52492.0
237,Forget Paris (1995),Comedy|Romance,0113097,1995.0,101,6.5,12944.0
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,0113028,1995.0,81,6.3,3246.0
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,0113198,1995.0,78,6.9,61556.0
240,Hideaway (1995),Thriller,0113303,1995.0,106,5.3,7365.0
241,Fluke (1995),Children|Drama,0113089,1995.0,96,6.6,7368.0
242,Farinelli: il castrato (1994),Drama|Musical,0109771,1994.0,111,6.8,7275.0
243,Gordy (1995),Children|Comedy|Fantasy,0113199,1994.0,90,3.8,2067.0
246,Hoop Dreams (1994),Documentary,0110057,1994.0,170,8.3,27716.0
247,Heavenly Creatures (1994),Crime|Drama,0110005,1994.0,99,7.3,66885.0
248,Houseguest (1994),Comedy,0110066,1995.0,113,5.9,7447.0
249,Immortal Beloved (1994),Drama|Romance,0110116,1994.0,121,7.4,26021.0
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,0110006,1995.0,97,6.6,30276.0
251,"Hunted, The (1995)",Action,0113360,1995.0,111,5.9,5633.0
252,I.Q. (1994),Comedy|Romance,0110099,1994.0,100,6.2,26471.0
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,0110148,1994.0,123,7.5,343482.0
254,Jefferson in Paris (1995),Drama,0113463,1995.0,139,5.7,3172.0
255,"Jerky Boys, The (1995)",Comedy,0110189,1995.0,82,4.7,2776.0
256,Junior (1994),Comedy|Sci-Fi,0110216,1994.0,109,4.7,72366.0
257,Just Cause (1995),Mystery|Thriller,0113501,1995.0,102,6.4,29155.0
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,0113538,1995.0,89,4.7,6687.0
259,Kiss of Death (1995),Crime|Drama|Thriller,0113552,1995.0,101,5.9,20082.0
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,0076759,1977.0,121,8.6,1433051.0
261,Little Women (1994),Drama,0110367,1994.0,115,7.3,62874.0
262,"Little Princess, A (1995)",Children|Drama,0113670,1995.0,97,7.6,36342.0
263,Ladybird Ladybird (1994),Drama,0110296,1994.0,101,7.4,3778.0
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,0103994,1992.0,105,7.1,18688.0
266,Legends of the Fall (1994),Drama|Romance|War|Western,0110322,1994.0,133,7.5,180066.0
267,Major Payne (1995),Comedy,0110443,1995.0,95,6.3,38430.0
269,My Crazy Life (Mi vida loca) (1993),Drama,0107566,1993.0,92,6.4,2378.0
270,Love Affair (1994),Drama|Romance,0110391,1994.0,108,6.0,5053.0
271,Losing Isaiah (1995),Drama,0113691,1995.0,111,6.4,6473.0
272,"Madness of King George, The (1994)",Comedy|Drama,0110428,1994.0,110,7.2,18010.0
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,0109836,1994.0,123,6.3,58816.0
274,Man of the House (1995),Comedy,0113755,1995.0,96,5.2,10303.0
275,Mixed Nuts (1994),Comedy,0110538,1994.0,97,5.4,13426.0
276,Milk Money (1994),Comedy|Romance,0110516,1994.0,110,5.6,12958.0
277,Miracle on 34th Street (1994),Drama,0110527,1994.0,114,6.6,43606.0
278,Miami Rhapsody (1995),Comedy,0113808,1995.0,95,5.4,3499.0
279,My Family (1995),Drama,0113896,1995.0,128,7.3,4436.0
280,Murder in the First (1995),Drama|Thriller,0113870,1995.0,122,7.3,30249.0
281,Nobody's Fool (1994),Comedy|Drama|Romance,0110684,1994.0,110,7.3,22274.0
282,Nell (1994),Drama,0110638,1994.0,112,6.5,30530.0
283,New Jersey Drive (1995),Crime|Drama,0113967,1995.0,98,6.6,3416.0
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,0117169,1993.0,93,4.2,250.0
285,Beyond Bedlam (1993),Drama|Horror,0106402,1994.0,89,3.2,541.0
287,Nina Takes a Lover (1994),Comedy|Romance,0110671,1994.0,98,5.4,725.0
288,Natural Born Killers (1994),Action|Crime|Thriller,0110632,1994.0,119,7.2,248720.0
289,Only You (1994),Comedy|Romance,0110737,1994.0,109,6.5,25147.0
290,Once Were Warriors (1994),Crime|Drama,0110729,1994.0,102,7.9,36432.0
291,Poison Ivy II (1996),Drama|Thriller,0114151,1996.0,106,4.4,6255.0
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,0114069,1995.0,127,6.6,136442.0
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,0110413,1994.0,110,8.5,1228681.0
294,"Perez Family, The (1995)",Comedy|Romance,0114113,1995.0,113,6.0,2425.0
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,0114210,1995.0,94,5.3,1112.0
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,0110912,1994.0,154,8.9,2184862.0
298,Pushing Hands (Tui shou) (1992),Drama,0105652,1991.0,105,7.2,4725.0
299,Priest (1994),Drama,0110889,1994.0,105,7.1,10925.0
300,Quiz Show (1994),Drama,0110932,1994.0,133,7.5,72702.0
301,Picture Bride (Bijo photo) (1994),Drama|Romance,0114129,1994.0,94,6.6,1181.0
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,0110963,1994.0,161,7.4,18786.0
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,0114214,1995.0,108,6.5,101469.0
304,Roommates (1995),Comedy|Drama,0114296,1995.0,108,6.4,1982.0
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,0110907,1994.0,133,5.2,15789.0
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,0111495,1994.0,99,8.1,108860.0
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,0108394,1993.0,94,7.9,109149.0
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,0111507,1994.0,92,7.6,78620.0
310,Rent-a-Kid (1995),Comedy,0114268,1995.0,85,5.4,2144.0
311,Relative Fear (1994),Horror|Thriller,0110965,1994.0,94,5.5,371.0
312,Stuart Saves His Family (1995),Comedy,0114571,1995.0,95,5.3,2955.0
313,"Swan Princess, The (1994)",Animation|Children,0111333,1994.0,93,6.4,26804.0
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,0111112,1994.0,103,7.4,9758.0
315,"Specialist, The (1994)",Action|Drama|Thriller,0111255,1994.0,110,5.6,69268.0
316,Stargate (1994),Action|Adventure|Sci-Fi,0111282,1994.0,116,7.0,202697.0
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,0111070,1994.0,97,6.6,132648.0
318,"Shawshank Redemption, The (1994)",Crime|Drama,0111161,1994.0,142,9.3,2846835.0
319,Shallow Grave (1994),Comedy|Drama|Thriller,0111149,1994.0,89,7.3,65526.0
320,Suture (1993),Film-Noir|Thriller,0108260,1993.0,96,6.5,2139.0
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,0106966,1993.0,108,7.4,5972.0
322,Swimming with Sharks (1995),Comedy|Drama,0114594,1994.0,93,7.0,24899.0
324,"Sum of Us, The (1994)",Comedy|Drama,0111309,1994.0,100,7.3,5781.0
325,National Lampoon's Senior Trip (1995),Comedy,0113936,1995.0,91,5.6,6267.0
326,To Live (Huozhe) (1994),Drama,0110081,1994.0,133,8.3,20140.0
327,Tank Girl (1995),Action|Comedy|Sci-Fi,0114614,1995.0,104,5.4,34303.0
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,0114608,1995.0,92,6.7,26033.0
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,0111280,1994.0,118,6.6,86334.0
330,Tales from the Hood (1995),Action|Crime|Horror,0114609,1995.0,98,6.5,9423.0
331,Tom & Viv (1994),Drama,0111454,1994.0,125,6.3,1824.0
332,Village of the Damned (1995),Horror|Sci-Fi,0114852,1995.0,98,5.6,33931.0
333,Tommy Boy (1995),Comedy,0114694,1995.0,97,7.1,95903.0
334,Vanya on 42nd Street (1994),Drama,0111590,1994.0,119,7.3,5105.0
335,Underneath (1995),Mystery|Thriller,0114788,1995.0,99,6.1,3809.0
336,"Walking Dead, The (1995)",Drama|War,0114888,1995.0,88,4.9,870.0
337,What's Eating Gilbert Grape (1993),Drama,0108550,1993.0,118,7.7,251319.0
338,Virtuosity (1995),Action|Sci-Fi|Thriller,0114857,1995.0,106,5.5,32046.0
339,While You Were Sleeping (1995),Comedy|Romance,0114924,1995.0,103,6.8,112580.0
340,"War, The (1994)",Adventure|Drama|War,0111667,1994.0,126,6.7,13435.0
341,Double Happiness (1994),Drama,0109655,1994.0,87,7.1,1229.0
342,Muriel's Wedding (1994),Comedy,0110598,1994.0,106,7.2,41372.0
343,"Baby-Sitters Club, The (1995)",Children,0112435,1995.0,94,5.7,6142.0
344,Ace Ventura: Pet Detective (1994),Comedy,0109040,1994.0,86,6.9,321060.0
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,0109045,1994.0,104,7.5,54158.0
346,Backbeat (1993),Drama|Musical,0106339,1994.0,100,6.6,6503.0
347,Bitter Moon (1992),Drama|Film-Noir|Romance,0104779,1992.0,139,7.2,42076.0
348,Bullets Over Broadway (1994),Comedy,0109348,1994.0,98,7.4,41324.0
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,0109444,1994.0,141,6.9,106760.0
350,"Client, The (1994)",Drama|Mystery|Thriller,0109446,1994.0,119,6.7,72844.0
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,0109484,1994.0,115,6.6,14046.0
352,Crooklyn (1994),Comedy|Drama,0109504,1994.0,115,7.0,11157.0
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,0109506,1994.0,102,7.5,196442.0
354,Cobb (1994),Drama,0109450,1994.0,128,6.4,8060.0
